ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
221696_s_at	6.30e-01	6.00e-01	0.5124075	STYK1	serine/threonine/tyrosine kinase 1
210428_s_at	6.30e-01	6.00e-01	0.5119581	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
210206_s_at	6.30e-01	6.00e-01	0.5118782	DDX11	DEAD/H-box helicase 11
211212_s_at	6.30e-01	6.00e-01	0.5117759	ORC5	origin recognition complex subunit 5
203047_at	6.30e-01	6.00e-01	0.5115298	STK10	serine/threonine kinase 10
213645_at	6.31e-01	6.01e-01	0.5111144	ENOSF1	enolase superfamily member 1
205922_at	6.31e-01	6.01e-01	0.5110502	VNN2	vanin 2
203298_s_at	6.31e-01	6.01e-01	0.5103812	JARID2	jumonji and AT-rich interaction domain containing 2
212437_at	6.31e-01	6.01e-01	0.5101213	CENPB	centromere protein B
218511_s_at	6.31e-01	6.01e-01	0.5099993	PNPO	pyridoxamine 5'-phosphate oxidase
205720_at	6.31e-01	6.01e-01	0.5099695	POMC	proopiomelanocortin
632_at	6.31e-01	6.01e-01	0.5098942	GSK3A	glycogen synthase kinase 3 alpha
221503_s_at	6.31e-01	6.01e-01	0.5097056	KPNA3	karyopherin subunit alpha 3
204048_s_at	6.31e-01	6.02e-01	0.5092711	PHACTR2	phosphatase and actin regulator 2
205899_at	6.32e-01	6.02e-01	0.5087235	CCNA1	cyclin A1
205147_x_at	6.32e-01	6.02e-01	0.50864	NCF4	neutrophil cytosolic factor 4
205765_at	6.32e-01	6.03e-01	0.5079203	CYP3A5	cytochrome P450 family 3 subfamily A member 5
202218_s_at	6.33e-01	6.03e-01	0.5073933	FADS2	fatty acid desaturase 2
205346_at	6.33e-01	6.03e-01	0.5069436	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
219216_at	6.33e-01	6.03e-01	0.5068363	ETAA1	Ewing tumor associated antigen 1
210201_x_at	6.33e-01	6.04e-01	0.5061342	BIN1	bridging integrator 1
208596_s_at	6.34e-01	6.04e-01	0.5055535	UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
222129_at	6.34e-01	6.04e-01	0.5054333	FAM134A	family with sequence similarity 134 member A
205683_x_at	6.34e-01	6.04e-01	0.5054101	TPSAB1	tryptase alpha/beta 1
211163_s_at	6.34e-01	6.04e-01	0.5047159	TNFRSF10C	TNF receptor superfamily member 10c
222043_at	6.34e-01	6.05e-01	0.5045609	CLU	clusterin
205662_at	6.34e-01	6.05e-01	0.5042043	B9D1	B9 domain containing 1
218216_x_at	6.34e-01	6.05e-01	0.5040848	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
201246_s_at	6.36e-01	6.06e-01	0.5020873	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
212431_at	6.36e-01	6.07e-01	0.5009316	HMGXB3	HMG-box containing 3
201744_s_at	6.37e-01	6.07e-01	0.5004751	LUM	lumican
214266_s_at	6.37e-01	6.07e-01	0.5000504	PDLIM7	PDZ and LIM domain 7
214876_s_at	6.37e-01	6.07e-01	0.4997191	TUBGCP5	tubulin gamma complex associated protein 5
221893_s_at	6.37e-01	6.08e-01	0.4994494	ADCK2	aarF domain containing kinase 2
204232_at	6.37e-01	6.08e-01	0.4987894	FCER1G	Fc fragment of IgE receptor Ig
208151_x_at	6.37e-01	6.08e-01	0.4987	DDX17	DEAD-box helicase 17
222157_s_at	6.38e-01	6.08e-01	0.4984031	WDR48	WD repeat domain 48
209616_s_at	6.38e-01	6.09e-01	0.497714	LOC100653057///CES1	liver carboxylesterase 1-like///carboxylesterase 1
32259_at	6.39e-01	6.09e-01	0.4969548	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
209858_x_at	6.39e-01	6.09e-01	0.4967969	MPPE1	metallophosphoesterase 1
200644_at	6.39e-01	6.09e-01	0.4965425	MARCKSL1	MARCKS like 1
74694_s_at	6.39e-01	6.10e-01	0.4960828	RABEP2	rabaptin, RAB GTPase binding effector protein 2
218672_at	6.39e-01	6.10e-01	0.4959309	TNFAIP8L2-SCNM1///SCNM1	TNFAIP8L2-SCNM1 readthrough///sodium channel modifier 1
219450_at	6.39e-01	6.10e-01	0.4959097	C4orf19	chromosome 4 open reading frame 19
202897_at	6.39e-01	6.10e-01	0.4955517	SIRPA	signal regulatory protein alpha
209492_x_at	6.40e-01	6.10e-01	0.4949272	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E
218861_at	6.40e-01	6.11e-01	0.4945863	RNF25	ring finger protein 25
211789_s_at	6.40e-01	6.11e-01	0.4944353	MLXIP	MLX interacting protein
211458_s_at	6.40e-01	6.11e-01	0.4938711	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1
203139_at	6.40e-01	6.11e-01	0.4936317	DAPK1	death associated protein kinase 1
221797_at	6.41e-01	6.12e-01	0.4930943	OXLD1	oxidoreductase like domain containing 1
219352_at	6.42e-01	6.13e-01	0.4910708	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
217344_at	6.42e-01	6.13e-01	0.4907467		
221417_x_at	6.42e-01	6.13e-01	0.4904356	S1PR5	sphingosine-1-phosphate receptor 5
203572_s_at	6.43e-01	6.14e-01	0.4895129	TAF6	TATA-box binding protein associated factor 6
218733_at	6.43e-01	6.14e-01	0.4891393	MSL2	male-specific lethal 2 homolog (Drosophila)
218317_x_at	6.44e-01	6.14e-01	0.4882532	SLX1A///SLX1B	SLX1 homolog A, structure-specific endonuclease subunit///SLX1 homolog B, structure-specific endonuclease subunit
208885_at	6.44e-01	6.15e-01	0.488161	LCP1	lymphocyte cytosolic protein 1
203108_at	6.44e-01	6.15e-01	0.4881012	GPRC5A	G protein-coupled receptor class C group 5 member A
201692_at	6.44e-01	6.15e-01	0.4880737	SIGMAR1	sigma non-opioid intracellular receptor 1
200714_x_at	6.45e-01	6.16e-01	0.4862284	OS9	OS9, endoplasmic reticulum lectin
202451_at	6.45e-01	6.16e-01	0.4852763	GTF2H1	general transcription factor IIH subunit 1
37425_g_at	6.45e-01	6.16e-01	0.4852602	CCHCR1	coiled-coil alpha-helical rod protein 1
203088_at	6.46e-01	6.17e-01	0.4846214	FBLN5	fibulin 5
219648_at	6.46e-01	6.17e-01	0.4845294	MREG	melanoregulin
202140_s_at	6.46e-01	6.17e-01	0.4838476	CLK3	CDC like kinase 3
206950_at	6.46e-01	6.17e-01	0.4834583	SCN9A	sodium voltage-gated channel alpha subunit 9
215954_s_at	6.47e-01	6.19e-01	0.4815321	CACTIN	cactin, spliceosome C complex subunit
220486_x_at	6.47e-01	6.19e-01	0.4815241	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164
219050_s_at	6.48e-01	6.19e-01	0.481238	ZNHIT2	zinc finger HIT-type containing 2
213487_at	6.48e-01	6.19e-01	0.4810919	MAP2K2	mitogen-activated protein kinase kinase 2
204061_at	6.48e-01	6.19e-01	0.4801727	PRKX	protein kinase, X-linked
202879_s_at	6.48e-01	6.19e-01	0.4801074	CYTH1	cytohesin 1
202773_s_at	6.49e-01	6.20e-01	0.4787042	SFSWAP	splicing factor SWAP homolog
212448_at	6.49e-01	6.20e-01	0.478598	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
214657_s_at	6.49e-01	6.20e-01	0.4785285	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
204816_s_at	6.49e-01	6.21e-01	0.4783912	DHX34	DEAH-box helicase 34
209308_s_at	6.49e-01	6.21e-01	0.4780231	BNIP2	BCL2 interacting protein 2
220302_at	6.49e-01	6.21e-01	0.4779917	MAK	male germ cell associated kinase
200953_s_at	6.50e-01	6.21e-01	0.4774943	CCND2	cyclin D2
201482_at	6.50e-01	6.21e-01	0.4768277	QSOX1	quiescin sulfhydryl oxidase 1
205596_s_at	6.50e-01	6.22e-01	0.4765166	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
205910_s_at	6.51e-01	6.22e-01	0.4757136	CEL	carboxyl ester lipase
211042_x_at	6.51e-01	6.22e-01	0.4756327	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule
212890_at	6.51e-01	6.22e-01	0.4752846	SLC38A10	solute carrier family 38 member 10
202289_s_at	6.51e-01	6.23e-01	0.4749357	TACC2	transforming acidic coiled-coil containing protein 2
213059_at	6.52e-01	6.23e-01	0.4735652	CREB3L1	cAMP responsive element binding protein 3 like 1
215549_x_at	6.53e-01	6.24e-01	0.4725622	CTAGE8///CTAGE4///CTAGE9	CTAGE family member 8///CTAGE family member 4///CTAGE family member 9
210672_s_at	6.53e-01	6.24e-01	0.4722949	NPRL3	NPR3 like, GATOR1 complex subunit
217863_at	6.53e-01	6.24e-01	0.4721812	PIAS1	protein inhibitor of activated STAT 1
219261_at	6.54e-01	6.25e-01	0.4708969	C7orf26	chromosome 7 open reading frame 26
219927_at	6.54e-01	6.26e-01	0.4701206	FCF1	FCF1 rRNA-processing protein
216873_s_at	6.54e-01	6.26e-01	0.4697468	ATP8B2	ATPase phospholipid transporting 8B2
210115_at	6.55e-01	6.26e-01	0.4688386	RPL39L	ribosomal protein L39 like
212226_s_at	6.55e-01	6.26e-01	0.4687806	PLPP3	phospholipid phosphatase 3
206765_at	6.55e-01	6.27e-01	0.468694	KCNJ2	potassium voltage-gated channel subfamily J member 2
212072_s_at	6.55e-01	6.27e-01	0.4678652	CSNK2A1	casein kinase 2 alpha 1
204164_at	6.56e-01	6.27e-01	0.4674231	SIPA1	signal-induced proliferation-associated 1
213062_at	6.56e-01	6.27e-01	0.4672176	NTAN1	N-terminal asparagine amidase
210246_s_at	6.56e-01	6.27e-01	0.4671524	ABCC8	ATP binding cassette subfamily C member 8
210734_x_at	6.56e-01	6.28e-01	0.4666846	MAX	MYC associated factor X
219082_at	6.56e-01	6.28e-01	0.4664906	CEMP1///AMDHD2	cementum protein 1///amidohydrolase domain containing 2
203701_s_at	6.56e-01	6.28e-01	0.4664083	TRMT1	tRNA methyltransferase 1
207244_x_at	6.56e-01	6.28e-01	0.4663035	CYP2A6	cytochrome P450 family 2 subfamily A member 6
209258_s_at	6.57e-01	6.28e-01	0.4658674	SMC3	structural maintenance of chromosomes 3
213660_s_at	6.57e-01	6.29e-01	0.46519	TOP3B	topoisomerase (DNA) III beta
206085_s_at	6.57e-01	6.29e-01	0.4646365	CTH	cystathionine gamma-lyase
221767_x_at	6.58e-01	6.30e-01	0.4635864	HDLBP	high density lipoprotein binding protein
209603_at	6.59e-01	6.30e-01	0.4625234	GATA3	GATA binding protein 3
212630_at	6.59e-01	6.31e-01	0.4619891	EXOC3	exocyst complex component 3
214686_at	6.60e-01	6.31e-01	0.4610192	ZNF266	zinc finger protein 266
213183_s_at	6.60e-01	6.31e-01	0.460964		
219188_s_at	6.60e-01	6.32e-01	0.4603032	MACROD1	MACRO domain containing 1
209216_at	6.60e-01	6.32e-01	0.4599529	WDR45	WD repeat domain 45
222222_s_at	6.60e-01	6.32e-01	0.459689	HOMER3	homer scaffolding protein 3
204022_at	6.61e-01	6.33e-01	0.4588723	WWP2	WW domain containing E3 ubiquitin protein ligase 2
214252_s_at	6.61e-01	6.33e-01	0.4587895	CLN5	ceroid-lipofuscinosis, neuronal 5
214352_s_at	6.61e-01	6.33e-01	0.4581619	KRAS	KRAS proto-oncogene, GTPase
31807_at	6.62e-01	6.33e-01	0.457584	DDX49	DEAD-box helicase 49
211619_s_at	6.62e-01	6.34e-01	0.4570891	ALPPL2///ALPP	alkaline phosphatase, placental like 2///alkaline phosphatase, placental
210218_s_at	6.62e-01	6.34e-01	0.4569561	SP100	SP100 nuclear antigen
202486_at	6.62e-01	6.34e-01	0.4566563	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
207957_s_at	6.62e-01	6.34e-01	0.4565279	PRKCB	protein kinase C beta
208146_s_at	6.63e-01	6.35e-01	0.4557364	CPVL	carboxypeptidase, vitellogenic like
211256_x_at	6.63e-01	6.35e-01	0.4552028	BTN2A1	butyrophilin subfamily 2 member A1
219962_at	6.63e-01	6.35e-01	0.4546039	ACE2	angiotensin I converting enzyme 2
221983_at	6.63e-01	6.36e-01	0.4542119	FAM134A	family with sequence similarity 134 member A
214511_x_at	6.64e-01	6.36e-01	0.4534612	FCGR1B	Fc fragment of IgG receptor Ib
202494_at	6.64e-01	6.36e-01	0.453265	PPIE	peptidylprolyl isomerase E
203586_s_at	6.64e-01	6.36e-01	0.4530568	ARL4D	ADP ribosylation factor like GTPase 4D
211122_s_at	6.64e-01	6.37e-01	0.4527326	CXCL11	C-X-C motif chemokine ligand 11
219172_at	6.64e-01	6.37e-01	0.4526156	UBTD1	ubiquitin domain containing 1
212234_at	6.64e-01	6.37e-01	0.4524787	ASXL1	additional sex combs like 1, transcriptional regulator
211915_s_at	6.64e-01	6.37e-01	0.4524782	TUBB7P	tubulin beta 7 pseudogene
208713_at	6.64e-01	6.37e-01	0.4524526	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1
216433_s_at	6.65e-01	6.37e-01	0.452225	PRDM2	PR/SET domain 2
210463_x_at	6.65e-01	6.37e-01	0.4521524	TRMT1	tRNA methyltransferase 1
214992_s_at	6.65e-01	6.37e-01	0.4518194	DNASE2	deoxyribonuclease 2, lysosomal
202464_s_at	6.65e-01	6.38e-01	0.4506989	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
204488_at	6.66e-01	6.38e-01	0.450476	DOLK	dolichol kinase
218455_at	6.66e-01	6.38e-01	0.4502394	NFS1	NFS1 cysteine desulfurase
214742_at	6.66e-01	6.38e-01	0.4498669	CEP131	centrosomal protein 131
216517_at	6.66e-01	6.39e-01	0.4495418	IGKC	immunoglobulin kappa constant
208522_s_at	6.66e-01	6.39e-01	0.4494617	PTCH1	patched 1
220026_at	6.66e-01	6.39e-01	0.4490716	CLCA4	chloride channel accessory 4
217665_at	6.66e-01	6.39e-01	0.4490468	ZNF813	zinc finger protein 813
211570_s_at	6.67e-01	6.39e-01	0.4486135	RAPSN	receptor associated protein of the synapse
204064_at	6.67e-01	6.39e-01	0.4483915	THOC1	THO complex 1
212566_at	6.67e-01	6.39e-01	0.4482483	MAP4	microtubule associated protein 4
216954_x_at	6.67e-01	6.40e-01	0.4477692	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
204980_at	6.67e-01	6.40e-01	0.4473091	CLOCK	clock circadian regulator
221012_s_at	6.68e-01	6.40e-01	0.4469293	TRIM8	tripartite motif containing 8
205198_s_at	6.68e-01	6.40e-01	0.4468849	ATP7A	ATPase copper transporting alpha
209792_s_at	6.68e-01	6.41e-01	0.4464861	KLK10	kallikrein related peptidase 10
213603_s_at	6.69e-01	6.41e-01	0.4451477	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
214351_x_at	6.69e-01	6.41e-01	0.4451326	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13
40562_at	6.69e-01	6.42e-01	0.4449659	GNA11	G protein subunit alpha 11
211531_x_at	6.69e-01	6.42e-01	0.4441196	PRB1	proline rich protein BstNI subfamily 1
206561_s_at	6.70e-01	6.43e-01	0.4433244	AKR1B10	aldo-keto reductase family 1 member B10
200095_x_at	6.70e-01	6.43e-01	0.4432853	RPS10	ribosomal protein S10
217545_at	6.70e-01	6.43e-01	0.4425731	MYH14	myosin, heavy chain 14, non-muscle
220959_s_at	6.70e-01	6.43e-01	0.4423893	OBP2A///OBP2B	odorant binding protein 2A///odorant binding protein 2B
209431_s_at	6.70e-01	6.43e-01	0.4423589	PATZ1	POZ/BTB and AT hook containing zinc finger 1
204014_at	6.71e-01	6.44e-01	0.4414958	DUSP4	dual specificity phosphatase 4
211471_s_at	6.71e-01	6.44e-01	0.4413468	RAB36	RAB36, member RAS oncogene family
204808_s_at	6.71e-01	6.44e-01	0.4413318	TMEM5	transmembrane protein 5
209624_s_at	6.71e-01	6.44e-01	0.4412961	MCCC2	methylcrotonoyl-CoA carboxylase 2
213179_at	6.71e-01	6.44e-01	0.4412274	CNOT9	CCR4-NOT transcription complex subunit 9
216556_x_at	6.71e-01	6.44e-01	0.441059		
213079_at	6.71e-01	6.44e-01	0.4410295	TSR2	TSR2, ribosome maturation factor
205439_at	6.71e-01	6.44e-01	0.4403036	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
218883_s_at	6.72e-01	6.45e-01	0.4400339	CENPU	centromere protein U
218576_s_at	6.72e-01	6.45e-01	0.4394488	DUSP12	dual specificity phosphatase 12
212841_s_at	6.72e-01	6.45e-01	0.4390679	PPFIBP2	PPFIA binding protein 2
202869_at	6.73e-01	6.46e-01	0.4374963	OAS1	2'-5'-oligoadenylate synthetase 1
204981_at	6.73e-01	6.47e-01	0.4369391	SLC22A18	solute carrier family 22 member 18
216976_s_at	6.74e-01	6.47e-01	0.4365616	RYK	receptor-like tyrosine kinase
204039_at	6.74e-01	6.47e-01	0.4357941	CEBPA	CCAAT/enhancer binding protein alpha
209999_x_at	6.75e-01	6.48e-01	0.4341033	SOCS1	suppressor of cytokine signaling 1
203409_at	6.75e-01	6.49e-01	0.4340266	DDB2	damage specific DNA binding protein 2
218572_at	6.75e-01	6.49e-01	0.4336981	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
221634_at	6.76e-01	6.49e-01	0.4330133	RPL23AP7///CENPBD1P1	ribosomal protein L23a pseudogene 7///CENPB DNA-binding domains containing 1 pseudogene 1
214542_x_at	6.76e-01	6.50e-01	0.4321936	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai
210491_at	6.76e-01	6.50e-01	0.4321916		
204486_at	6.76e-01	6.50e-01	0.4321097	LOC101927338///KCNQ1OT1	uncharacterized LOC101927338///KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
201126_s_at	6.76e-01	6.50e-01	0.432046	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
221608_at	6.76e-01	6.50e-01	0.4319261	WNT6	Wnt family member 6
220344_at	6.76e-01	6.50e-01	0.4319106	C11orf16	chromosome 11 open reading frame 16
203939_at	6.77e-01	6.50e-01	0.4315769	NT5E	5'-nucleotidase ecto
32137_at	6.77e-01	6.50e-01	0.4310431	JAG2	jagged 2
208412_s_at	6.78e-01	6.51e-01	0.4296833	RARB	retinoic acid receptor beta
218322_s_at	6.78e-01	6.51e-01	0.4294904	ACSL5	acyl-CoA synthetase long-chain family member 5
209857_s_at	6.78e-01	6.52e-01	0.4292489	SPHK2	sphingosine kinase 2
220909_at	6.78e-01	6.52e-01	0.4285944	TRIM46	tripartite motif containing 46
205067_at	6.79e-01	6.53e-01	0.4276503	IL1B	interleukin 1 beta
221671_x_at	6.79e-01	6.53e-01	0.4273682	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
214592_s_at	6.79e-01	6.53e-01	0.4271857	SNAPC5	small nuclear RNA activating complex polypeptide 5
212840_at	6.80e-01	6.53e-01	0.4268151	UBXN7	UBX domain protein 7
217757_at	6.80e-01	6.53e-01	0.4265418	A2M	alpha-2-macroglobulin
221645_s_at	6.80e-01	6.54e-01	0.4260352	ZNF83	zinc finger protein 83
210139_s_at	6.80e-01	6.54e-01	0.4260345	PMP22	peripheral myelin protein 22
214632_at	6.80e-01	6.54e-01	0.4259222	NRP2	neuropilin 2
201566_x_at	6.80e-01	6.54e-01	0.4258333	ID2	inhibitor of DNA binding 2, HLH protein
219905_at	6.80e-01	6.54e-01	0.4257657	ERMAP	erythroblast membrane associated protein (Scianna blood group)
201607_at	6.80e-01	6.54e-01	0.4253305	PWP1	PWP1 homolog, endonuclein
220056_at	6.81e-01	6.55e-01	0.4237191	IL22RA1	interleukin 22 receptor subunit alpha 1
203253_s_at	6.81e-01	6.55e-01	0.4236946	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
203400_s_at	6.82e-01	6.56e-01	0.4229554	TF	transferrin
213015_at	6.82e-01	6.56e-01	0.4221685	BBX	BBX, HMG-box containing
213688_at	6.83e-01	6.57e-01	0.4213981	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
36552_at	6.83e-01	6.57e-01	0.4210895	C2CD3	C2 calcium dependent domain containing 3
201032_at	6.83e-01	6.57e-01	0.4205936	BLCAP	bladder cancer associated protein
208965_s_at	6.83e-01	6.57e-01	0.4205121	IFI16	interferon gamma inducible protein 16
206495_s_at	6.84e-01	6.58e-01	0.4189467	HINFP	histone H4 transcription factor
205339_at	6.85e-01	6.59e-01	0.4186514	STIL	SCL/TAL1 interrupting locus
213364_s_at	6.85e-01	6.59e-01	0.4179354	SNX1	sorting nexin 1
218158_s_at	6.86e-01	6.60e-01	0.4165863	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
217864_s_at	6.86e-01	6.60e-01	0.4161411	PIAS1	protein inhibitor of activated STAT 1
208370_s_at	6.86e-01	6.60e-01	0.415837	RCAN1	regulator of calcineurin 1
213032_at	6.87e-01	6.61e-01	0.4154828	NFIB	nuclear factor I B
202884_s_at	6.88e-01	6.62e-01	0.4137882	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
202534_x_at	6.88e-01	6.62e-01	0.413147	DHFR	dihydrofolate reductase
36920_at	6.89e-01	6.63e-01	0.411668	MTM1	myotubularin 1
211508_s_at	6.90e-01	6.64e-01	0.4104765	GH2	growth hormone 2
215014_at	6.90e-01	6.64e-01	0.4101315	KCND3	potassium voltage-gated channel subfamily D member 3
213607_x_at	6.90e-01	6.64e-01	0.4098976	NADK	NAD kinase
210816_s_at	6.90e-01	6.64e-01	0.4097731	CYB561	cytochrome b561
207204_at	6.90e-01	6.64e-01	0.4097555	FSCN2	fascin actin-bundling protein 2, retinal
213195_at	6.91e-01	6.65e-01	0.4091707	LYRM9	LYR motif containing 9
212162_at	6.91e-01	6.65e-01	0.4086124	KIDINS220	kinase D-interacting substrate 220kDa
214331_at	6.91e-01	6.65e-01	0.4085903	TSFM	Ts translation elongation factor, mitochondrial
212117_at	6.91e-01	6.65e-01	0.408529	RHOQ	ras homolog family member Q
213575_at	6.91e-01	6.66e-01	0.4078598	TRA2A	transformer 2 alpha homolog
205233_s_at	6.92e-01	6.66e-01	0.406826	PAFAH2	platelet activating factor acetylhydrolase 2
219175_s_at	6.92e-01	6.67e-01	0.40651	SLC41A3	solute carrier family 41 member 3
209012_at	6.93e-01	6.67e-01	0.4059155	TRIO	trio Rho guanine nucleotide exchange factor
212239_at	6.93e-01	6.67e-01	0.4056952	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
205807_s_at	6.93e-01	6.67e-01	0.4052457	TUFT1	tuftelin 1
218779_x_at	6.93e-01	6.67e-01	0.4051174	EPS8L1	EPS8 like 1
210076_x_at	6.93e-01	6.68e-01	0.4050512	SERBP1	SERPINE1 mRNA binding protein 1
203741_s_at	6.93e-01	6.68e-01	0.4049385	ADCY7	adenylate cyclase 7
216251_s_at	6.94e-01	6.69e-01	0.4032524	TTLL12	tubulin tyrosine ligase like 12
41047_at	6.95e-01	6.69e-01	0.4028319	C9orf16	chromosome 9 open reading frame 16
208012_x_at	6.95e-01	6.69e-01	0.4027708	SP110	SP110 nuclear body protein
202553_s_at	6.95e-01	6.69e-01	0.4025045	SYF2	SYF2 pre-mRNA splicing factor
214881_s_at	6.95e-01	6.69e-01	0.4022976	UBTF	upstream binding transcription factor, RNA polymerase I
203959_s_at	6.95e-01	6.70e-01	0.4020579	ZBTB40	zinc finger and BTB domain containing 40
206013_s_at	6.95e-01	6.70e-01	0.4018539	ACTL6B	actin like 6B
204787_at	6.97e-01	6.72e-01	0.399019	VSIG4	V-set and immunoglobulin domain containing 4
208451_s_at	6.97e-01	6.72e-01	0.3984909	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
221059_s_at	6.98e-01	6.72e-01	0.3977365	COTL1	coactosin like F-actin binding protein 1
45526_g_at	6.98e-01	6.72e-01	0.3975992	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit
